text1	text2	label
he laughs , he cries , he sings .	laughing , crying , singing .	1
and you knew i could n't say no if he was involved .	loosen your hand .	0
you just happen to have one of those jobs that 's difficult to ... ... believe that a grown man does without losing his mind .	watch depth .	0
it 's my personal ns-5 .	it 's my personal ns- 5 .	1
financial costs , net ( 7 )	depreciation of capital of eur esa ( 6 ) paragraphs 6.02 to 6.05 financial charges , net ( 7 )	1
what a surprise . just casually sitting outside your door , playing a love song to stir your inner wantings .	i never want to wake up .	0
i 'm saying , if ashley spent time here , maybe our killer did , too .	i 'm just saying that ashley spent some time here , maybe even our killer was here .	1
and i did n't want her to take it .	she saw the knife , and she wanted to take it away from me , and i did n't want her to take it .	1
procedure the steps of the prac are defined in the new article 5a .	through fraud and intimidation , the former iraqi dictatorship has largely succeeded in keeping this tragedy under wraps .	0
you 're both late .	i 'm stiff .	0
and : 'oh , jesus ! '	something smells amazing .	0
no , porfavor !	no , please !	1
we 'll talk .	so we split them up , right ?	0
mcclane , mcclane ?	you do that every time he shows up .	0
tomorrow . 9:00 a. m .	hey !	0
we 'll fix your memory circuit .	super hat .	0
naoki , what is it ?	she was badly hurt .	0
there are clouds in the sky ... and rain .	they grow like larvae in the wound , clouds and rain in the sky .	1
why do n't you try out some of that fancy talk ?	why do n't you try out a little kiss ?	1
she thinks you 're a retard .	i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-i-	0
a dozen air force officers got everyone seated and passed out cigarettes and liquor miniatures .	a dozen air officers settled them all and gave them cigarettes and tiny bottles of liqueur .	1
piece of shit .	again ...	0
it seems like nearly all dwarfs are the wrong sort , eh ?	looks like most dwarves were the wrong kind , huh ?	1
the newest attacks were by protestants ?	the last time they attacked protestants ?	1
tell him i 'm straight .	tell him i 'm normal .	1
scott , pull up here .	look , ca n't he get the job back ?	0
girls ! come on ! let 's go !	girls , hurry up !	1
it was till you come up .	it was before you came .	1
he does n't mean them , he means us .	i was born here .	0
stay where you are iout of sight !	if we could melt all the ice and frozen carbon dioxide , we 'd get a few things .	0
look . i get it .	look what i got at the grocery store .	0
would you relax ? .	can you calm down ?	1
can i hike your clothes ? no .	how are you doing ?	0
they 're excited . and i did n't even have to pay them this time .	residents in fairview were looking forward to every tuesday .	0
( peter ) walter !	walter !	1
it 's another of madagascar 's many oddities .	i often recall snatches of memories , especially when i smell her perfume .	0
not after . that was before .	not then , but before .	1
and how about you ? what would you like to say to your bully out there ?	and what would you like to tell your aggressor ?	1
what the hell kind of judge would issue this thing ?	what are you trying to tell me ?	0
okay , dina ,	all right , dina .	1
it 's the police ! freeze !	look in the back .	0
i guess ncis is n't `` just anyone . ''	i do n't think ncis is anyone .	1
do n't make a spectacle of yourself and go to your room !	do n't make a scene . go to your room .	1
now , you may proceed with your other duties .	my people need to handle the problem .	0
cap -- captain .	`` we screwed up both , sergeant . ''	0
after all this , i wanted to change .	i wanted to move out after all .	1
and jack had roger sharpen his stick at both ends .	jack ordered roger to sharpen both ends of the stick .	1
yeah . speaking of rory -- is there anything that you want to tell me ?	speaking of rory ... do n't you have something to tell me ?	1
the earl had sat silent throughout , thoughtful blue eyes studying each speaker in turn .	the baby ...	0
dr. gervitz 's office manager , if you must know everything .	the head of dr. garwitz 's department , since you must know everything .	1
so why did n't you chop it off ?	then why do n't you cut it ?	1
something that 'll take you that long to do .	something that will take time .	1
a substantial amount of active shares were tied to the pakistan deal .	i appreciate it .	0
suppose i found a radioisotope that could selectively attach itself to specific dna sequences .	like a garden land .	0
what could he accomplish burdened by a weak and frightened girl ?	what will you do with a weak and frightened girl ? !	1
beet beta vulgaris l.- sugar beet beta vulgaris l.- fodder beet ii .	beet beet beta vulgaris l. - river feed ii .	1
a day ago the future had looked aching and desolate , and now it looked full of surprises and terror and bad things happening to people ...	he lets him hop in the waves for a few minutes , then pulls it out and reads it .	0
you should appreciate the action you know what i mean .	let 's find out if we can do it without a pill for better digestion these days .	0
i 'm just trying to work in .	`` no , ''	0
there is still not a single clue as to where it has gone - or why .	we still have no idea where he may have gone - or why .	1
you don ’ t want the car ? just say the word .	you do n't want that car ?	1
broken neck , shattered skull --	a-228 ... .	0
he 'd struck the charging monster right behind the left shoulder , driving the head of the arrow into and through the pig 's massive heart .	you 'll snap your stitches if you 're not careful .	0
mabel 3 to hustlers :	mabel 3 fighters :	1
calm down ? !	in a spinning spiral .	0
calm down , professor .	steady , professor .	1
